id,date,price,predict_price,error,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,age
3448001411,2015-02-20,286000,340572,19,2,1.5,1010,825,3.0,0,0,3,7,1010,0,2007,0,98125,47.71875,-122.3125,1128,1080,8
1459920010,2015-03-23,300000,241464,19,3,2.0,1451,7159,1.0,0,0,3,7,1451,0,2010,0,98042,47.375,-122.1875,2303,6126,5
3814900950,2014-07-25,345000,411407,19,4,2.5,1983,6002,2.0,0,0,3,9,1983,0,2012,0,98092,47.3125,-122.1875,2502,4750,3
3304040130,2015-02-12,375900,447459,19,3,2.0,1824,7120,1.0,0,0,3,9,1824,0,2010,0,98001,47.34375,-122.25,2409,6264,5
3630080190,2014-08-01,405000,325874,19,3,2.5,1500,2314,2.0,0,0,3,7,1500,0,2005,0,98029,47.5625,-122.0,1440,2170,10
3126049498,2015-03-16,370000,443108,19,3,1.5,1360,1167,3.0,0,0,3,8,1360,0,2008,0,98103,47.6875,-122.375,1360,1167,7
7140700690,2015-03-12,239950,192146,19,3,1.75,1600,4888,1.0,0,0,3,6,1600,0,2014,0,98042,47.375,-122.125,2520,5700,1
3224059107,2015-05-08,649500,778316,19,4,3.0,3150,6599,2.0,0,0,3,9,3150,0,2008,0,98056,47.53125,-122.1875,2680,9430,7
98300230,2015-04-28,1459000,1170997,19,4,4.0,4620,130208,2.0,0,0,3,10,4620,0,2014,0,98024,47.59375,-121.9375,4620,131007,1
1931300412,2015-04-16,475000,382617,19,3,2.25,1190,1200,3.0,0,0,3,8,1190,0,2008,0,98103,47.65625,-122.375,1180,1224,7
7502800100,2014-08-13,679950,815714,19,5,2.75,3600,9437,2.0,0,0,3,9,3600,0,2014,0,98059,47.46875,-122.125,3550,9421,1
3693901105,2014-10-20,630000,512923,18,4,2.0,1610,5000,2.0,0,0,5,7,1610,0,1946,0,98117,47.6875,-122.375,1300,4950,69
2492200256,2014-11-12,357500,290521,18,3,1.0,1000,4080,1.0,0,0,4,7,740,260,1945,0,98126,47.53125,-122.375,1480,4080,70
2883200775,2014-11-13,799000,647221,18,3,1.0,1510,4178,2.0,0,0,3,8,1510,0,1902,1979,98103,47.6875,-122.3125,2140,4916,113
7202330410,2015-03-20,491150,400340,18,3,2.5,1470,3971,2.0,0,0,3,7,1470,0,2003,0,98053,47.6875,-122.0625,1650,3148,12
2485000076,2015-01-22,1050000,1245879,18,4,3.25,3680,8580,1.0,0,3,5,10,1840,1840,1959,0,98136,47.53125,-122.375,2700,9100,56
293620220,2015-04-21,797500,948080,18,4,2.5,3270,8223,2.0,0,0,3,10,3270,0,1998,0,98075,47.59375,-122.0625,3460,8872,17
5652601140,2014-10-14,640000,759489,18,4,2.75,3150,7379,1.5,0,0,4,7,2430,720,1915,0,98115,47.6875,-122.3125,1990,7379,100
5457800740,2015-04-07,1000000,816211,18,3,1.75,2610,6360,2.0,0,2,3,8,2130,480,1924,0,98109,47.625,-122.375,3010,6000,91
8956000100,2014-11-21,695000,824846,18,3,3.5,2630,4713,2.0,0,2,3,9,2030,600,2008,0,98027,47.5625,-122.0,2450,4187,7
424069112,2014-06-16,999000,812254,18,4,2.75,2800,19168,2.0,0,0,3,10,2800,0,1992,0,98075,47.59375,-122.0625,2010,16020,23
1126059201,2015-05-04,1268890,1499550,18,5,3.25,4410,35192,2.0,0,2,3,12,3880,530,1990,0,98072,47.75,-122.125,4410,59677,25
1861400068,2014-09-11,390000,318858,18,2,1.0,860,1800,1.0,0,0,3,7,860,0,1909,0,98119,47.625,-122.375,2160,3120,106
3131201105,2014-07-09,580000,471453,18,3,1.75,1850,5100,1.0,0,0,3,7,1020,830,1909,0,98105,47.65625,-122.3125,1850,5100,106
9276200455,2014-11-21,724950,593423,18,4,2.0,2270,5760,2.0,0,0,4,8,2270,0,1909,0,98116,47.59375,-122.375,1420,5760,106
3732800495,2014-10-28,429000,510324,18,5,2.5,2720,8120,1.0,0,0,3,7,1360,1360,1970,0,98108,47.5625,-122.3125,2020,8120,45
6450300673,2014-12-31,310000,368719,18,3,2.0,1310,1361,3.0,0,0,3,7,1310,0,2003,0,98133,47.71875,-122.3125,1370,1608,12
9828701605,2014-10-02,585000,476591,18,3,2.5,1740,2350,2.0,0,0,3,8,1130,610,1995,0,98112,47.625,-122.3125,1740,3201,20
7974200937,2014-05-13,465000,380580,18,3,1.5,1270,5112,1.0,0,0,3,7,1270,0,1950,0,98115,47.6875,-122.3125,1580,5080,65
5379803386,2014-08-01,289950,235409,18,4,1.75,1500,8400,1.0,0,0,3,7,1200,300,1956,0,98188,47.4375,-122.25,1780,9913,59
8928100205,2015-03-31,725000,590215,18,3,2.0,1820,6324,1.0,0,0,5,7,910,910,1945,0,98115,47.6875,-122.25,1850,6440,70
9818700645,2014-07-23,415000,340275,18,3,1.75,1470,4000,1.0,0,0,3,7,1070,400,1979,0,98122,47.59375,-122.3125,1280,3500,36
1442880570,2014-08-21,505657,601041,18,4,2.75,2790,8092,2.0,0,0,3,8,2790,0,2013,0,98045,47.46875,-121.75,2790,6154,2
8562780160,2015-03-29,334950,271815,18,2,2.25,1240,750,2.0,0,0,3,7,1150,90,2008,0,98027,47.53125,-122.0625,1240,750,7
291310370,2014-08-29,366000,299500,18,3,2.25,1445,1028,2.0,0,0,3,7,1300,145,2005,0,98027,47.53125,-122.0625,1445,1377,10
2597490140,2015-03-26,825000,670473,18,4,3.25,3040,4155,2.0,0,0,3,8,2350,690,2013,0,98029,47.53125,-122.0,2680,4000,2
2722059322,2014-10-20,320000,378421,18,4,2.5,2223,5780,2.0,0,0,3,8,2223,0,2010,0,98042,47.34375,-122.1875,1690,7766,5
9396700028,2014-07-22,358000,292356,18,2,2.5,1278,987,2.0,0,0,3,7,1002,276,2007,0,98136,47.5625,-122.375,1220,1287,8
8682320600,2014-09-11,739000,877321,18,3,2.5,2310,7348,1.0,0,3,3,8,2310,0,2010,0,98053,47.71875,-122.0,2310,7153,5
3814900750,2014-07-16,399440,473654,18,4,2.5,2311,4396,2.0,0,0,3,9,2311,0,2014,0,98092,47.3125,-122.1875,2458,4616,1
2597490300,2014-11-19,700000,573401,18,3,2.5,2350,4975,2.0,0,0,3,8,2350,0,2012,0,98029,47.53125,-122.0,2350,3951,3
9276200569,2014-05-09,769900,625507,18,4,3.5,2730,3047,2.0,0,0,3,8,2400,330,2006,0,98116,47.59375,-122.375,1980,4600,9
1383800015,2015-01-08,524000,428092,18,3,2.25,1370,1007,3.0,0,0,3,8,1330,40,2009,0,98107,47.65625,-122.375,1570,1635,6
889000015,2014-11-03,599000,488733,18,3,1.75,1650,1180,3.0,0,0,3,8,1650,0,2014,0,98105,47.65625,-122.3125,1650,1960,1
5631500941,2014-07-15,740000,878650,18,4,2.5,3050,8000,2.0,0,0,3,9,3050,0,2007,0,98028,47.75,-122.25,1910,8000,8
6056100380,2014-05-20,415000,493447,18,3,2.25,1970,2377,2.0,0,0,3,8,1680,290,2008,0,98108,47.5625,-122.3125,1690,1936,7
993000307,2014-05-23,360000,425165,18,3,2.0,1270,1323,3.0,0,0,3,8,1270,0,2006,0,98103,47.6875,-122.3125,1330,1323,9
255370020,2014-11-06,345000,282596,18,4,2.5,2020,3600,2.0,0,0,3,7,2020,0,2012,0,98038,47.34375,-122.0,2210,3800,3
1972200426,2014-09-18,525000,427864,18,2,2.75,1310,1268,3.5,0,0,3,8,1310,0,2007,0,98103,47.65625,-122.375,1350,1288,8
7203140420,2015-01-28,385000,454616,18,3,2.5,1740,4145,2.0,0,0,3,7,1740,0,2010,0,98053,47.6875,-122.0,1740,4045,5
7625703007,2014-10-14,271115,221223,18,2,1.5,830,1325,2.0,0,0,3,7,830,0,2005,0,98136,47.5625,-122.375,1310,1485,10
2436700625,2015-04-17,590000,480434,18,2,2.5,1450,1281,2.0,0,0,3,8,1220,230,2006,0,98105,47.65625,-122.3125,1440,1281,9
1125079111,2015-04-15,1600000,1309322,18,4,5.5,6530,871200,2.0,0,2,3,11,6530,0,2008,0,98014,47.65625,-121.875,1280,858132,7
8029770410,2015-04-20,650000,771171,18,4,2.5,3160,8530,2.0,0,0,3,9,3160,0,2006,0,98059,47.5,-122.125,3160,6460,9
2700200040,2015-02-23,399000,471367,18,4,2.5,2480,4334,2.0,0,0,3,8,2480,0,2012,0,98038,47.375,-122.0625,2480,5632,3
6891100330,2015-03-25,799000,949336,18,4,2.75,3340,5677,2.0,0,0,3,9,3340,0,2011,0,98052,47.71875,-122.125,3240,5643,4
2722069077,2015-04-09,430000,351333,18,3,2.5,2075,39553,1.0,0,0,3,7,2075,0,2012,0,98038,47.375,-122.0625,1960,9047,3
301400800,2014-10-16,261000,211678,18,3,2.25,1584,2800,2.0,0,0,3,7,1584,0,2012,0,98002,47.34375,-122.1875,1584,2800,3
3449000200,2015-05-08,360000,425729,18,4,1.75,2010,12188,1.0,0,0,4,7,1150,860,1960,0,98059,47.5,-122.125,1720,8475,55
3425069117,2014-08-28,1275000,1512885,18,6,5.25,6160,27490,2.0,0,0,3,11,4040,2120,2007,0,98074,47.625,-122.0,4225,9100,8
1732800184,2014-05-08,499000,408741,18,2,1.5,1110,957,2.0,0,0,3,8,930,180,2005,0,98119,47.625,-122.375,1680,1104,10
7974200452,2014-06-25,975000,791632,18,5,3.0,2620,5477,2.0,0,0,3,10,2620,0,2009,0,98115,47.6875,-122.3125,1680,5217,6
1657530180,2014-12-04,294500,347914,18,3,2.5,1760,2688,2.0,0,0,3,7,1760,0,2005,0,98059,47.5,-122.1875,1760,2329,10
2222059154,2014-08-13,407000,483404,18,4,2.5,2927,6000,2.0,0,0,3,7,2927,0,2011,0,98042,47.375,-122.1875,2533,6000,4
993001563,2014-05-22,355000,420247,18,3,2.25,1280,959,3.0,0,0,3,8,1280,0,2005,0,98103,47.6875,-122.3125,1130,1126,10
1239400650,2014-11-07,1242000,1468879,18,4,3.5,4700,10183,1.0,0,2,3,11,2660,2040,2002,0,98033,47.6875,-122.1875,3770,9000,13
8835800450,2015-05-04,950000,773356,18,3,2.5,2780,275033,1.0,0,0,3,10,2780,0,2006,0,98045,47.4375,-121.75,1680,16340,9
7889601165,2014-08-26,268000,318614,18,3,2.5,1700,2250,2.0,0,0,3,7,1700,0,2014,0,98168,47.5,-122.3125,1520,4500,1
6056110150,2015-03-20,500000,593792,18,2,2.5,1950,2162,2.0,0,0,3,9,1500,450,2012,0,98118,47.5625,-122.3125,1800,2457,3
3629700020,2015-04-15,646800,527916,18,3,3.0,2230,1407,2.5,0,0,3,8,1850,380,2014,0,98027,47.53125,-122.0,2230,1407,1
2428100080,2014-10-01,1061600,869653,18,4,3.0,2990,6695,2.0,0,0,3,10,2990,0,2014,0,98075,47.59375,-122.0625,2760,6600,1
8673400020,2015-03-11,590000,479975,18,3,3.0,1740,1100,3.0,0,0,3,8,1740,0,2007,0,98107,47.65625,-122.375,1370,1180,8
7694200090,2015-05-04,350000,416216,18,3,2.5,1730,4086,2.0,0,0,3,8,1730,0,2013,0,98146,47.5,-122.3125,2030,4086,2
993001961,2014-07-09,374950,444998,18,3,2.25,1390,1484,3.0,0,0,3,8,1390,0,2007,0,98103,47.6875,-122.3125,1250,1087,8
2254502071,2014-05-23,375000,304613,18,2,2.5,750,1430,2.0,0,0,3,8,750,0,2006,0,98122,47.59375,-122.3125,1320,2790,9
3629700120,2014-10-14,669950,549048,18,3,3.0,2330,1944,2.5,0,0,3,8,1950,380,2014,0,98027,47.53125,-122.0,2290,1407,1
2413910120,2014-07-02,915000,1082459,18,3,4.5,3850,62726,2.0,0,0,3,10,3120,730,2013,0,98053,47.6875,-122.0625,2630,46609,2
6453550090,2015-05-05,861111,1024284,18,4,2.5,3650,7090,2.0,0,0,3,10,3650,0,2008,0,98074,47.59375,-122.0625,3860,7272,7
889000025,2014-08-11,599000,490663,18,3,1.75,1650,1180,3.0,0,0,3,8,1650,0,2014,0,98105,47.65625,-122.3125,1720,1960,1
1683600110,2015-03-05,230000,269333,17,3,1.75,1720,9125,1.0,0,0,4,7,1140,580,1981,0,98092,47.3125,-122.1875,1120,7506,34
3630090110,2014-10-18,690000,810636,17,4,3.5,2980,2147,2.5,0,0,3,10,2490,490,2006,0,98029,47.53125,-122.0,2880,2428,9
8010100040,2014-08-01,672600,553538,17,3,2.25,1520,5750,2.0,0,0,3,8,1400,120,1908,2006,98116,47.59375,-122.375,1420,5650,107
993002225,2014-06-23,405000,477362,17,3,2.25,1520,1245,3.0,0,0,3,8,1520,0,2004,0,98103,47.6875,-122.3125,1520,1470,11
2473100450,2014-09-09,330000,386163,17,4,2.0,1590,9100,1.0,0,0,3,7,1040,550,1967,2014,98058,47.4375,-122.125,1670,9100,48
4038200120,2014-08-25,534000,443104,17,5,1.75,2120,8625,1.0,0,0,3,7,1200,920,1959,0,98008,47.625,-122.125,1930,8625,56
2600140120,2014-08-12,946000,779088,17,4,3.0,3140,9058,1.0,0,0,3,9,2140,1000,1989,0,98006,47.53125,-122.125,2760,10018,26
5557700210,2014-12-09,192500,158388,17,3,1.0,1100,9750,1.0,0,0,4,7,1100,0,1966,0,98023,47.3125,-122.375,1190,9750,49
739980360,2014-11-17,295000,347639,17,4,2.5,1810,4871,2.0,0,0,3,8,1810,0,1999,0,98031,47.40625,-122.1875,1850,5003,16
2781250970,2015-05-01,250000,205700,17,2,1.75,1350,4023,1.0,0,0,3,7,1350,0,2005,0,98038,47.34375,-122.0,1370,3570,10
3832710210,2014-08-25,268000,220833,17,3,1.75,1480,8009,1.0,0,0,3,7,980,500,1980,0,98032,47.375,-122.25,1790,7678,35
5101406522,2014-10-01,420000,348088,17,3,1.5,1130,5413,1.0,0,0,3,7,940,190,1946,0,98125,47.6875,-122.3125,1400,7168,69
4137070090,2014-06-11,308900,363143,17,3,2.5,2250,7294,2.0,0,0,3,8,2250,0,1994,0,98092,47.25,-122.1875,2140,7363,21
1778360150,2014-06-20,1240000,1451505,17,7,5.5,6630,13782,2.0,0,0,3,10,4930,1700,2004,0,98006,47.53125,-122.125,4470,8639,11
3222069156,2014-12-17,270000,223219,17,3,1.0,1010,14510,1.0,0,0,5,7,1010,0,1974,0,98042,47.34375,-122.0625,2020,44866,41
6909700437,2014-05-22,353250,290027,17,2,1.0,1060,1600,2.0,0,0,3,7,1060,0,1979,0,98144,47.59375,-122.3125,1360,3360,36
5459500165,2014-07-08,623000,514715,17,3,1.75,2050,16313,1.0,0,0,2,8,2050,0,1973,0,98040,47.5625,-122.1875,3180,10264,42
3352400661,2014-11-10,135900,111496,17,2,1.0,760,3800,1.0,0,0,3,6,760,0,1950,0,98178,47.5,-122.25,1220,7410,65
6613001241,2014-08-11,1415000,1165099,17,4,3.0,3110,4408,2.5,0,3,4,10,2510,600,1931,0,98105,47.65625,-122.25,3250,5669,84
2207100740,2015-01-06,463000,383553,17,3,1.0,1250,7700,1.0,0,0,4,7,1250,0,1955,0,98007,47.59375,-122.125,1520,7700,60
5332200375,2014-12-03,900000,740853,17,3,2.5,2320,5000,2.0,0,0,3,8,1620,700,1907,1993,98112,47.625,-122.3125,2160,5000,108
3023049143,2014-10-20,640000,752182,17,4,2.5,3420,21344,2.0,0,0,3,9,3420,0,2002,0,98166,47.4375,-122.3125,2110,21344,13
3416600490,2014-07-31,675000,553601,17,3,2.25,1780,4252,2.0,0,0,4,8,1540,240,1989,0,98144,47.59375,-122.3125,2220,4000,26
4083302225,2014-10-14,850000,703787,17,4,3.0,2550,3784,1.5,0,0,4,8,1750,800,1900,0,98103,47.65625,-122.3125,2100,4560,115
6638900265,2014-09-25,812000,667888,17,4,2.5,2270,5000,2.0,0,0,3,9,2270,0,2014,0,98117,47.6875,-122.375,1210,5000,1
9485920120,2014-08-29,290000,339422,17,4,2.5,2340,52272,2.0,0,0,2,8,2340,0,1978,0,98042,47.34375,-122.0625,2480,40500,37
3353401340,2015-02-16,199900,234038,17,4,1.75,1790,12000,1.0,0,0,5,6,1790,0,1944,0,98001,47.28125,-122.25,1550,9840,71
8149600265,2015-05-14,725000,599618,17,4,1.75,1980,5850,1.0,0,1,4,8,1380,600,1960,0,98116,47.5625,-122.375,1810,5850,55
9122001225,2014-10-29,610000,716815,17,4,2.25,2200,7200,1.0,0,2,4,8,1220,980,1958,0,98144,47.59375,-122.3125,1940,6000,57
7852030790,2015-05-05,500000,588081,17,4,2.5,2960,5027,2.0,0,0,3,7,2960,0,2000,0,98065,47.53125,-121.875,2760,5500,15
3343902281,2015-05-05,310000,254710,17,2,1.0,1020,8102,1.0,0,0,3,7,1020,0,1956,0,98056,47.5,-122.1875,1770,7291,59
1152000040,2014-10-10,774888,642436,17,3,2.25,2420,23507,1.0,0,0,4,8,2420,0,1969,0,98027,47.5,-122.0,2540,22257,46
3755100540,2014-07-25,431200,354864,17,5,1.75,1360,10609,1.0,0,0,3,7,1060,300,1966,0,98034,47.71875,-122.25,1490,9935,49
2856101105,2014-05-27,488000,400415,17,3,2.5,1590,2550,3.0,0,0,3,7,1590,0,1985,0,98117,47.6875,-122.375,1260,5100,30
6821101285,2014-08-14,819000,672363,17,3,1.75,1850,6000,1.5,0,0,3,8,1650,200,1913,1999,98199,47.65625,-122.375,1540,6000,102
8044050040,2014-08-07,419950,494788,17,4,2.5,2260,5164,2.0,0,0,3,8,2260,0,1996,0,98056,47.5,-122.1875,2260,5866,19
7211400535,2015-03-23,275500,227985,17,4,1.0,1290,5000,1.5,0,0,3,7,1290,0,1957,0,98146,47.5,-122.375,1440,2500,58
9828702265,2014-05-06,500000,413540,17,3,2.5,1480,1171,3.0,0,0,3,8,1480,0,2006,0,98112,47.625,-122.3125,1480,1231,9
301401370,2014-07-31,319900,376632,17,4,2.75,2475,4276,2.0,0,0,3,7,2475,0,2014,0,98002,47.34375,-122.1875,2475,4000,1
6127010320,2014-06-09,536000,440745,17,3,2.5,1900,6224,2.0,0,0,3,7,1900,0,2005,0,98075,47.59375,-122.0,2260,5450,10
1839500055,2014-11-14,530000,620515,17,4,2.5,2590,7891,2.0,0,0,3,9,2590,0,2006,0,98056,47.5,-122.1875,1400,7891,9
9267200226,2014-05-02,436110,513304,17,3,2.5,1770,1235,3.0,0,0,3,8,1600,170,2007,0,98103,47.6875,-122.3125,1680,1203,8
8682320640,2015-02-12,695000,817067,17,2,2.5,2170,7665,1.0,0,2,3,8,2170,0,2013,0,98053,47.71875,-122.0,2300,7100,2
4233600260,2014-12-30,1255780,1037747,17,5,4.0,4180,12042,2.0,0,0,3,10,4180,0,2014,0,98075,47.59375,-122.0,1800,6052,1
3278611600,2014-07-14,379900,445011,17,3,2.5,1800,2791,2.0,0,0,3,8,1800,0,2011,0,98126,47.53125,-122.375,1580,2617,4
2768100510,2015-04-02,649000,537581,17,3,2.0,1530,1442,3.0,0,0,3,9,1530,0,2015,0,98107,47.65625,-122.375,1620,1456,0
1772600510,2014-06-20,625000,732644,17,3,2.5,2440,4800,2.0,0,0,3,10,2440,0,2014,0,98106,47.5625,-122.375,1180,5480,1
6056100370,2014-11-24,430000,503389,17,3,2.25,2020,2750,2.0,0,0,3,8,1680,340,2008,0,98108,47.5625,-122.3125,1720,1546,7
2126059295,2014-08-05,995500,1166777,17,5,4.5,4280,8465,2.0,0,0,3,10,4280,0,2014,0,98034,47.71875,-122.1875,2990,11067,1
9274200324,2015-01-20,545000,451879,17,3,2.5,1740,1279,3.0,0,0,3,8,1740,0,2008,0,98116,47.59375,-122.375,1740,1280,7
422000075,2014-07-11,389950,459863,17,4,2.5,2240,5500,2.0,0,0,3,8,2240,0,2013,0,98056,47.5,-122.1875,700,5500,2
6371000100,2014-11-20,479000,393100,17,2,2.25,1330,1380,2.0,0,0,3,8,1060,270,2005,0,98116,47.5625,-122.4375,1580,4802,10
7853420100,2014-06-23,633634,741459,17,4,3.5,2960,6000,2.0,0,0,3,9,2960,0,2014,0,98065,47.53125,-121.875,2960,6000,1
2025049206,2014-06-11,399950,329913,17,2,1.0,710,1131,2.0,0,0,4,7,710,0,1943,0,98102,47.65625,-122.3125,1370,1173,72
2916200091,2015-03-03,734000,605911,17,4,2.5,2180,7204,2.0,0,0,3,8,2180,0,2014,0,98133,47.71875,-122.375,1500,7650,1
1563102965,2014-08-11,1010000,836006,17,4,3.5,3130,5000,3.0,0,0,3,10,3130,0,2014,0,98116,47.5625,-122.375,1950,5152,1
3448740250,2015-04-28,440000,514946,17,4,2.5,2730,4526,2.0,0,0,3,7,2730,0,2009,0,98059,47.5,-122.125,2190,4572,6
7203120020,2014-08-14,785000,920558,17,4,3.5,3310,4850,2.0,0,0,3,9,3310,0,2010,0,98053,47.6875,-122.0,3320,5955,5
7132300525,2015-04-11,500000,413779,17,3,1.75,1530,825,3.0,0,0,3,8,1530,0,2015,0,98144,47.59375,-122.3125,1580,1915,0
1327600150,2014-10-16,359950,423459,17,4,2.75,2260,5705,2.0,0,0,3,8,2260,0,2014,0,98042,47.375,-122.1875,2260,5727,1
8691440410,2014-12-15,900000,1053327,17,4,3.5,3860,6543,2.0,0,0,3,10,3860,0,2014,0,98075,47.59375,-122.0,3760,6888,1
291310120,2014-12-09,355000,293267,17,3,2.25,1410,1332,2.0,0,0,3,7,1290,120,2004,0,98027,47.53125,-122.0625,1445,1290,11
7299600530,2015-03-17,280000,231236,17,3,2.5,1608,4818,2.0,0,0,3,8,1608,0,2012,0,98092,47.25,-122.1875,2009,5200,3
6600060140,2015-03-23,392000,458847,17,4,2.5,2130,4000,2.0,0,0,3,8,2130,0,2014,0,98146,47.5,-122.375,1830,7217,1
5416510200,2014-09-29,384950,450878,17,4,2.5,2380,4913,2.0,0,0,3,8,2380,0,2006,0,98038,47.375,-122.0625,2580,5311,9
3278611610,2014-09-07,379900,445011,17,3,2.5,1800,2792,2.0,0,0,3,8,1800,0,2011,0,98126,47.53125,-122.375,1580,2617,4
3274800505,2015-04-24,502000,416267,17,3,2.5,1600,3073,3.0,0,0,3,8,1600,0,2009,0,98144,47.59375,-122.3125,1130,2921,6
8562780800,2014-10-16,305000,250517,17,2,1.75,1120,758,2.0,0,0,3,7,1120,0,2012,0,98027,47.53125,-122.0625,1150,758,3
9406710060,2014-11-14,358000,420469,17,5,2.5,2460,5604,2.0,0,0,3,8,2460,0,2011,0,98038,47.375,-122.0625,2210,6395,4
6192410550,2014-05-28,739000,867956,17,3,2.5,2810,5400,2.0,0,0,3,9,2810,0,2005,0,98052,47.71875,-122.125,2870,5400,10
7792000140,2015-05-04,369000,433597,17,4,2.5,3060,27251,1.5,0,0,3,8,3060,0,2008,0,98022,47.1875,-121.9375,1760,27251,7
2114700374,2015-04-13,357500,419883,17,3,3.0,1730,1442,2.0,0,0,3,8,1440,290,2008,0,98106,47.53125,-122.375,1370,1524,7
3052700385,2015-04-14,765000,627892,17,4,2.25,2030,2222,2.0,0,0,3,9,1610,420,2015,0,98117,47.6875,-122.375,1420,2222,0
1934800180,2015-02-10,526000,436522,17,3,2.5,1626,1583,2.5,0,0,3,8,1419,207,2007,0,98122,47.59375,-122.3125,1400,1583,8
2222059052,2015-02-27,370950,435699,17,3,2.5,2529,9653,2.0,0,0,3,7,2529,0,2012,0,98042,47.375,-122.1875,2533,6125,3
3023000120,2014-09-02,294900,346470,17,3,2.5,1860,5025,2.0,0,0,3,8,1860,0,2010,0,98038,47.34375,-122.0625,2000,5550,5
982850120,2015-03-03,390000,457157,17,3,2.25,1490,4539,2.0,0,0,3,7,1490,0,2009,0,98028,47.75,-122.25,1750,4667,6
8562900430,2014-07-18,800000,936765,17,4,2.5,3691,11088,2.0,0,1,3,8,3691,0,2013,0,98074,47.625,-122.0625,3190,11270,2
9544200422,2014-07-31,1274950,1046232,17,4,2.75,3820,8850,2.0,0,0,3,10,3820,0,2014,0,98033,47.65625,-122.1875,2330,12000,1
3630200080,2014-08-07,775000,910433,17,4,3.5,3390,3960,2.0,0,0,3,10,3390,0,2008,0,98027,47.53125,-122.0,2990,3400,7
7299600950,2015-04-08,279950,231500,17,3,2.5,1608,4800,2.0,0,0,3,8,1608,0,2013,0,98092,47.25,-122.1875,2009,4800,2
7697000170,2014-10-25,312000,256801,17,3,2.5,1750,4076,2.0,0,0,3,7,1750,0,2013,0,98038,47.375,-122.0625,1810,4090,2
1601600167,2014-05-07,365000,428176,17,5,2.75,2410,5003,1.0,0,0,3,7,1410,1000,2008,0,98118,47.53125,-122.25,1590,5003,7
8562780280,2015-02-20,331000,272322,17,2,2.25,1240,720,2.0,0,0,3,7,1150,90,2008,0,98027,47.53125,-122.0625,1260,810,7
5045700470,2015-03-19,563950,664329,17,4,2.75,3050,4750,2.0,0,0,3,8,3050,0,2014,0,98059,47.5,-122.125,2730,5480,1
1139000062,2014-06-25,288000,338119,17,3,2.5,1150,887,3.0,0,0,3,7,1150,0,2007,0,98133,47.71875,-122.375,1180,915,8
2725079018,2014-05-09,800000,661339,17,4,3.25,3540,159430,2.0,0,0,3,9,3540,0,2007,0,98014,47.625,-121.875,1940,392040,8
3624039183,2014-06-09,315000,371431,17,3,2.5,1480,1590,2.0,0,0,3,8,1150,330,2010,0,98106,47.53125,-122.375,1480,5761,5
2776600082,2014-11-13,407500,480734,17,3,3.5,1522,1465,2.0,0,0,3,8,1248,274,2006,0,98117,47.6875,-122.375,1522,1341,9
7853420110,2015-05-04,625000,735364,17,3,3.0,2780,6000,2.0,0,0,3,9,2780,0,2013,0,98065,47.53125,-121.875,2850,6000,2
2025049203,2014-06-10,399950,329917,17,2,1.0,710,1157,2.0,0,0,4,7,710,0,1943,0,98102,47.65625,-122.3125,1370,1173,72
7936000429,2015-03-26,1007500,826682,17,4,3.5,3510,7200,2.0,0,0,3,9,2600,910,2009,0,98136,47.5625,-122.375,2050,6200,6
3025049052,2014-08-12,822500,684352,16,2,1.0,1450,7098,1.0,0,4,3,7,1450,0,1924,0,98109,47.625,-122.375,2390,6098,91
3319500317,2014-05-22,380000,316238,16,2,2.5,1230,987,2.0,0,0,3,7,1060,170,2011,0,98144,47.59375,-122.3125,1290,1328,4
723049197,2014-06-27,195000,162662,16,2,1.0,1020,8100,1.0,0,0,3,6,1020,0,1940,0,98168,47.5,-122.3125,1200,12500,75
3760500455,2015-02-24,1450000,1205274,16,3,3.5,4110,15720,1.0,0,1,3,10,2230,1880,2000,0,98034,47.6875,-122.25,2500,15400,15
2767604067,2014-08-20,530000,443533,16,3,3.25,1510,1125,3.0,0,0,3,8,1510,0,2006,0,98107,47.65625,-122.375,1390,1174,9
7852110740,2014-11-12,645500,752168,16,4,2.5,2990,8622,2.0,0,0,3,9,2990,0,2000,0,98065,47.53125,-121.875,2980,8622,15
2024059059,2014-10-10,693000,809805,16,3,2.25,2090,45535,1.0,0,2,5,8,1280,810,1952,0,98006,47.5625,-122.1875,3090,12889,63
8604900245,2014-05-18,488000,406335,16,2,2.0,1360,4688,1.0,0,0,3,7,780,580,1944,0,98115,47.6875,-122.3125,1340,4750,71
8902000175,2014-06-20,489000,567569,16,4,2.0,2120,11479,1.0,0,0,4,7,1060,1060,1940,0,98125,47.71875,-122.3125,1540,11000,75
8651400230,2014-12-08,225000,188369,16,3,2.0,1100,5200,1.0,0,0,3,6,1100,0,1969,2014,98042,47.375,-122.0625,1050,5330,46
2260000210,2015-02-09,565000,655841,16,3,1.75,2380,10450,1.0,0,0,3,8,1400,980,1977,0,98052,47.65625,-122.125,2150,9600,38
7550800015,2014-07-14,550000,459615,16,3,1.75,1410,5000,1.0,0,0,4,7,810,600,1923,0,98107,47.6875,-122.375,1760,5000,92
8682230760,2014-07-24,850000,989220,16,2,2.5,3360,6750,2.0,0,0,3,9,3360,0,2004,0,98053,47.71875,-122.0625,2510,6750,11
